ERR420386	ERR420387	ERR420388	ERR420389	ERR420390	ERR420391	ERR420392	ERR420393
374969	125	76	38	29	27	55	116	30
114625	106	54	186	188	175	54	109	172
51058	53	18	50	48	42	24	36	44
6513	311	351	20	15	11	359	333	16
440584	19	10	0	1	2	9	15	1
440585	2	0	0	0	1	0	1	0
10969	436	309	180	171	131	280	449	156
149465	18	4	258	248	340	5	13	302
100506711	15	5	109	127	149	2	7	153
128218	83	85	3	8	1	84	81	3
149466	1	0	33	46	20	0	0	14
7075	24	56	185	217	48	47	27	43
4352	12	7	5	6	5	13	15	1
991	10	11	2	3	2	7	8	3
64834	672	366	152	181	106	370	647	98
112950	257	127	202	228	203	116	242	211
149469	29	30	44	38	25	41	23	30
23334	142	225	340	361	110	211	151	133
81888	3	22	67	60	2	23	1	1
5792	309	714	3111	3166	548	713	273	563
9682	421	248	425	428	408	246	424	352
100132774	15	5	15	11	18	8	14	12
6487	68	114	75	80	35	110	88	43
9048	1	2	0	0	1	1	1	0
9670	425	512	159	169	59	493	395	59
1802	64	73	69	90	33	70	71	41
533	160	637	290	310	64	603	175	66
8704	78	189	134	143	25	182	75	30
149473	10	38	18	14	0	42	12	1
6536	52	122	5	11	0	117	43	5
128209	1	2	0	0	0	0	0	0
100129492	419	267	105	106	118	239	340	113
55929	32	98	103	88	25	88	41	24
79033	493	397	214	210	98	388	517	100
55182	561	556	188	182	58	596	522	63
79639	21	36	97	112	28	27	22	21
339541	22	14	13	21	11	14	9	9
26830	94	105	24	31	26	92	95	28
11004	8	7	9	11	7	4	3	5
6202	622	782	1738	1777	999	718	639	917
26811	12	29	13	13	10	10	5	14
94161	11	14	23	17	5	16	6	7
94162	3	3	2	3	2	6	1	0
94163	1	1	2	5	5	5	3	4
266675	4	3	0	2	1	1	7	0
1263	6	28	42	31	8	23	10	10
343521	0	0	10	3	2	0	0	1
149478	1	11	20	11	0	9	0	1
8643	29	53	41	44	23	78	44	20
8891	253	126	208	207	219	130	255	218
100507337	4	3	7	5	5	1	4	4
79654	124	149	266	267	132	123	108	131
7389	174	269	537	543	179	261	159	163
57643	121	68	23	26	23	69	116	22
400752	9	9	17	11	3	15	6	2
84842	5	6	2	4	1	5	8	0
4595	27	48	49	41	14	36	38	16
114034	47	28	44	47	40	21	53	46
10420	118	68	122	109	93	65	95	97
126661	70	43	17	7	14	33	84	11
25974	148	123	411	417	311	107	177	309
5052	2339	1522	2179	2235	2009	1452	2234	1909
10327	152	168	1473	1548	677	174	192	757
4678	434	240	290	272	297	265	403	294
149483	6	6	26	29	15	3	7	11
60313	1170	536	1414	1379	1637	573	1078	1514
728963	11	7	19	29	49	9	14	42
51249	139	77	95	94	76	75	125	98
3652	211	137	150	151	173	130	185	152
23139	156	177	129	100	87	169	141	82
8503	613	339	232	241	200	312	587	215
100133124	6	1	3	2	3	1	3	3
10103	15	7	18	22	8	4	8	12
100507408	0	0	0	1	0	0	0	0
55624	313	353	291	287	111	331	340	119
541468	63	45	1	2	0	40	50	0
8438	20	4	12	9	5	8	16	6
10489	238	250	323	333	140	230	208	134
7388	898	515	246	263	172	503	796	179
387338	178	98	154	164	152	109	189	151
2166	33	144	232	193	33	130	24	26
729041	0	4	2	2	4	0	1	0
127343	0	0	0	0	0	0	0	0
100507423	13	13	17	19	21	7	14	20
148930	9	7	0	0	0	6	7	0
8569	144	125	189	200	174	91	131	126
148932	68	41	152	126	109	42	58	98
64756	1401	670	639	703	790	657	1416	741
374973	1	1	1	1	0	0	1	0
9813	1800	920	1221	1206	1372	905	1873	1328
100129898	0	0	0	0	0	0	0	0
1580	1	2	0	0	0	4	1	0
163720	4	0	2	2	3	1	4	5
1579	3	2	5878	6010	3128	3	7	3013
260293	212	105	46	57	68	94	197	74
199974	23	8	5	4	8	11	20	4
284541	4	3	1545	1539	831	1	2	738
10158	0	0	8	3	1	0	0	2
6886	77	58	44	36	23	76	60	39
6491	60	28	23	21	22	36	78	21
51727	1418	702	1878	1978	2289	738	1313	2304
2301	1	0	0	0	0	0	0	0
84793	1	0	5	5	0	1	0	2
2306	0	0	8	5	4	2	2	5
388630	0	0	135	123	57	2	1	68
100507479	0	0	5	4	6	0	0	6
391037	1	0	3	2	3	4	1	0
200010	1	5	155	134	90	6	9	95
54558	277	133	69	53	96	139	258	96
84871	226	127	3	5	3	111	198	6
79656	124	101	6	4	5	86	137	2
1996	864	393	4	3	0	443	894	3
63950	4	6	0	1	0	6	5	0
11124	620	341	322	345	388	268	542	395
1031	49	55	24	11	13	45	55	22
284546	0	0	0	0	0	0	0	0
26994	3515	1893	946	1028	1116	1856	3379	1040
22996	37	24	7	3	8	25	37	2
2060	4904	2297	1053	1091	1287	2173	4527	1279
114883	505	263	1055	982	1147	244	456	1051
4898	1467	712	1211	1254	1351	666	1458	1329
100313892	1	0	0	0	1	0	0	0
5865	1311	724	2	1	1	691	1270	5
51060	295	157	356	356	408	171	320	375
112970	32	22	30	40	17	17	20	15
91408	659	312	182	210	227	334	577	211
9372	1224	619	287	343	353	585	1150	354
200014	170	176	232	208	113	176	135	106
4998	2	0	6	7	6	1	2	3
84950	335	186	220	210	230	174	320	234
23318	701	365	647	684	848	385	689	812
2882	19	10	10	11	9	14	12	8
348378	0	0	0	1	1	1	0	0
65260	246	122	135	156	125	105	222	117
79699	2827	1560	1239	1237	1271	1445	2657	1286
440590	3	0	102	98	136	1	0	129
55268	25	29	1193	1223	695	36	20	666
6342	958	528	10047	10212	11241	512	1019	10682
127435	3	21	82	69	11	11	7	10
6512	0	0	5	8	3	2	0	3
1376	119	53	609	634	579	62	117	542
54987	195	121	160	155	121	129	174	126
4116	150	140	177	189	99	176	123	98
100507564	74	34	8	6	4	39	72	3
7804	373	246	7	8	5	226	364	6
163742	0	0	0	0	0	0	0	0
63948	0	0	0	0	0	0	0	0
148979	3	15	2	0	0	8	2	0
55706	244	124	205	236	274	111	242	237
54432	226	105	197	203	234	96	236	220
1733	3	1	1652	1743	1862	4	4	1810
51668	269	155	180	205	288	148	273	257
115353	53	56	96	118	97	38	76	98
388633	0	0	0	0	0	0	0	0
9528	1723	1013	2244	2263	2162	1032	1766	2008
127428	118	74	61	49	46	71	115	52
200008	0	0	0	0	0	0	0	1
606495	33	35	35	30	18	22	38	23
51253	241	156	603	575	420	172	238	371
23648	347	286	246	203	208	256	333	201
619518	2	7	4	9	1	2	4	3
26027	32	66	10	9	8	73	34	3
338094	8	10	211	217	50	11	1	40
374977	76	74	85	98	46	76	59	57
7268	160	118	98	92	102	100	161	95
25973	35	12	35	44	32	15	21	31
55001	1	1	19	16	3	2	1	5
163747	1	0	2	2	3	2	2	5
1718	2013	1253	11398	11749	7405	1255	1990	7317
199964	0	0	0	0	0	0	0	0
7809	0	0	0	0	0	0	0	0
255738	1	0	196	205	42	0	0	42
23358	1446	721	1285	1279	1581	674	1408	1460
100507634	4	1	0	2	0	3	2	2
100507652	0	0	1	0	0	0	0	1
8613	1286	899	2336	2411	1975	947	1309	2070
5563	838	418	137	116	172	388	783	153
199920	17	5	433	414	707	11	16	700
731	8	4	5858	6035	5436	0	5	5320
732	5	2	5708	5750	6299	2	3	5832
1600	103	55	93	96	101	44	100	101
115209	280	149	257	256	318	119	248	309
4070	0	1	10	6	13	2	2	9
114803	501	248	204	200	278	287	488	284
3725	206	366	280	277	90	406	193	91
100131060	11	14	3	5	1	7	2	3
729467	0	1	0	0	0	0	2	0
55277	221	108	958	941	1011	113	220	1014
51361	413	236	1004	1028	1212	237	342	1250
1573	180	104	1219	1241	1198	129	202	1229
127795	1	0	0	0	0	2	2	0
4774	2041	1242	4364	4469	4958	1116	1952	4792
83941	444	307	163	143	163	261	420	187
10207	255	144	1117	1103	1279	128	264	1238
100422902	0	0	0	0	0	0	0	0
100422946	0	0	0	0	0	0	0	0
54596	1	3	3	2	0	2	2	1
163782	43	21	91	75	44	18	33	58
7398	541	337	265	256	356	306	515	335
85440	848	500	406	416	501	472	877	481
27329	26	24	9116	9179	11750	19	25	11451
100507664	14	12	306	343	347	7	16	380
84938	494	282	126	125	160	217	438	155
27022	0	0	1	1	0	0	0	0
29929	107	72	127	127	176	56	116	158
23421	65	38	27	28	57	39	70	28
84455	323	170	41	40	62	162	330	48
79469	26	17	7	15	20	15	22	21
5236	390	253	3243	3378	2561	254	354	2457
4919	24	10	12	14	16	10	23	14
148581	0	1	0	0	0	0	0	0
57685	358	175	77	62	82	181	353	77
55225	198	109	34	47	59	85	198	50
3716	1300	696	2233	2319	2488	668	1272	2497
406893	12	7	13	9	6	8	4	8
205	926	514	2672	2772	3158	489	805	2929
9829	7645	3634	8	6	12	3619	7438	13
100505510	61	33	4	1	0	22	62	2
3953	224	104	1971	2071	2627	108	197	2661
54741	486	289	1033	1066	1193	293	487	1212
5142	1389	659	138	130	129	603	1269	137
84251	1390	720	8	8	14	763	1434	11
100422871	5	2	0	0	0	3	8	1
200132	31	21	90	80	111	21	33	99
10022	0	0	0	0	0	0	0	0
79819	260	124	39	36	37	123	275	51
57708	674	377	583	656	835	366	620	798
23169	220	125	3020	3124	3319	139	212	3303
400757	7	3	0	0	0	2	5	0
149233	0	0	2	5	10	0	0	5
3595	105	50	37	38	28	46	89	34
26135	1060	753	2151	2132	1996	712	1003	1923
1647	123	88	360	408	299	77	122	269
55970	420	242	1076	1124	1246	268	402	1240
100289178	22	17	19	19	29	19	15	31
9077	18	11	46	32	36	26	22	36
79971	620	427	229	229	213	407	594	213
100302279	2	0	0	1	3	1	1	2
6121	15	9	0	0	1	4	12	1
55635	9	9	4	2	5	3	3	3
57554	1260	551	6	11	20	564	1183	13
5301	6	50	10	6	2	41	5	0
55631	459	229	292	313	419	254	494	419
9295	1182	665	836	929	1097	661	1103	994
81573	763	353	252	243	280	368	690	269
11147	34	26	23	26	23	23	33	19
1491	93	41	708	777	777	40	77	740
5733	169	90	20	34	18	72	164	18
100132618	31	11	25	30	33	14	37	40
9406	1230	619	637	658	742	668	1170	722
406962	15	5	13	13	17	6	5	13
257194	3050	1984	28	26	36	1970	2909	31
127255	4	4	4	0	5	0	7	2
8790	147	77	135	146	169	71	138	177
51086	102	38	12	8	11	55	98	15
127254	863	485	13	13	20	435	798	15
1429	275	113	1636	1663	2014	158	265	1948
127253	359	171	184	225	231	196	325	227
431707	0	0	0	0	0	0	0	0
204962	182	76	3	2	3	63	155	1
34	854	435	2277	2298	2744	405	824	2444
5876	665	344	423	393	542	368	715	489
692085	9	6	10	4	5	5	3	6
26805	24	13	20	8	12	10	19	26
26804	1	1	5	2	6	2	5	2
4438	17	5	5	3	5	11	14	4
127247	1	0	0	0	0	1	1	0
100505563	0	0	0	0	0	0	0	0
256435	183	115	71	75	91	126	168	97
81849	285	165	0	0	1	145	278	0
256483	16	5	0	0	0	7	25	0
10026	784	370	275	286	381	386	791	347
26289	3724	1860	5	13	14	1867	3640	16
26009	781	369	618	591	831	343	760	741
23032	1955	1019	685	726	887	907	1901	833
374986	1434	814	389	388	383	807	1420	348
653631	122	90	187	192	227	105	149	211
374987	5	2	6	10	7	4	3	4
91624	20	14	70	93	97	17	25	90
8880	873	477	503	521	574	453	842	600
11080	953	488	406	358	463	467	861	458
54810	13	12	483	471	608	4	7	538
149047	0	0	40	34	81	0	0	81
5737	34	17	18	23	20	21	26	32
10964	349	181	689	710	770	172	337	815
10561	122	61	388	388	480	46	116	507
64123	62	32	236	223	269	23	49	238
23266	1095	455	1315	1308	1701	446	1014	1698
79739	2326	1113	64	69	89	1084	2279	79
5567	7896	3691	483	501	622	3683	7526	624
148418	27	12	2	2	3	16	38	5
391051	10	2	0	0	0	3	9	0
58511	1	1	1	2	1	0	2	1
80135	235	128	211	186	214	116	229	202
2787	57	46	280	293	216	51	54	198
100505741	20	11	61	66	74	8	17	85
1486	132	61	633	654	760	72	104	833
439927	1	0	0	0	0	1	0	0
117178	2117	1026	237	230	255	1025	2030	283
23566	34	19	0	0	0	20	28	0
255231	2	3	13	14	12	1	2	10
55283	6	1	3	1	2	3	6	4
126820	9	4	0	2	1	4	12	1
84144	80	42	276	262	325	50	83	303
148423	385	238	113	100	130	228	372	109
8915	120	83	132	157	192	66	136	149
646626	2	2	3	1	2	3	2	1
23576	3312	1810	2057	2121	2278	1638	3196	2233
3491	81	87	218	231	155	63	80	163
54680	555	361	173	209	192	374	506	202
255631	331	149	10	3	10	123	296	8
57489	391	196	108	125	153	216	404	163
9635	11	6	0	0	0	3	19	1
1179	0	0	1	3	1	0	0	5
22802	125	54	1	0	1	61	101	0
9629	0	0	0	0	2	1	0	4
51100	1048	589	835	848	1012	579	1079	979
9403	1112	630	844	856	977	590	1036	953
9653	810	516	668	684	726	522	763	632
339524	83	33	9	11	12	30	64	10
8543	3288	2095	248	267	226	2108	3215	217
100505768	10	3	0	4	5	5	5	6
5586	754	409	681	684	959	355	686	837
2959	403	177	180	191	284	187	395	268
56267	364	190	171	199	266	184	364	220
494115	832	505	492	510	564	429	786	519
2635	45	21	372	349	423	27	49	460
2633	53	35	1076	1097	1219	38	67	1237
2634	64	23	420	385	387	42	63	376
388646	12	5	903	989	1118	4	6	1032
115361	153	77	1163	1110	1056	109	144	1061
115362	9	1	270	272	272	3	3	291
163351	4	4	6	3	4	2	4	4
400759	8	3	31	29	39	3	7	36
23507	1980	1042	110	110	115	984	2011	127
400761	18	23	4	3	5	21	17	0
84230	584	315	170	189	178	290	599	189
55144	651	281	306	342	333	286	679	336
492303	24	16	18	20	7	20	12	9
284695	307	228	310	366	412	213	324	403
343472	0	0	1	0	0	0	1	0
100505821	55	31	47	62	23	30	60	37
100505809	20	9	21	26	37	6	16	25
100505840	1	1	1	0	0	3	2	0
84146	1283	645	648	713	920	621	1230	854
100505857	56	38	45	51	58	27	54	48
164045	59	31	2	4	5	24	66	2
8317	266	119	30	40	33	97	247	22
343477	852	337	1334	1375	2062	313	843	2052
7049	204	140	890	987	957	133	224	893
676	9	7	0	0	0	1	7	0
253152	183	121	0	0	0	106	176	0
284697	78	52	14	18	17	49	79	21
23285	3573	1616	49	51	60	1567	3429	72
388649	12	3	3	1	0	5	7	0
11146	259	127	66	58	65	157	196	53
79871	326	160	147	139	181	186	387	188
2672	0	0	9	4	3	0	1	7
7813	903	464	931	1004	1299	461	904	1227
6125	894	653	1547	1549	1184	639	851	1187
6083	10	12	31	20	12	10	10	20
26782	10	20	14	21	11	21	18	3
388650	803	372	288	261	377	357	818	399
22823	346	216	205	222	240	170	336	276
50999	635	374	1915	1925	2301	408	728	2221
343099	64	31	98	120	182	27	47	173
100131564	175	105	116	110	118	104	174	119
1810	527	337	401	354	314	338	496	306
54874	437	282	511	527	625	282	393	597
8412	80	75	136	120	77	76	71	82
100129046	5	9	48	49	37	5	4	37
100126348	0	1	0	0	0	3	1	0
30836	712	363	339	339	387	322	639	385
2730	240	159	387	458	449	138	238	446
100505924	0	1	0	0	0	0	0	0
24	6	6	7	10	5	7	9	10
9411	337	179	909	923	1208	187	323	1118
100505940	0	0	2	1	0	0	0	2
5825	841	416	1915	1870	2389	372	818	2375
2152	990	591	50	63	49	629	1072	63
126969	42	24	94	117	112	23	33	95
1266	1395	766	1181	1143	1314	761	1319	1311
729970	56	27	58	48	61	22	53	57
199857	74	67	97	99	93	51	81	105
148534	924	502	4778	4824	5689	489	849	5516
25950	152	89	139	138	140	84	115	144
440594	0	1	0	1	0	0	0	0
58155	1115	602	149	169	221	517	1079	171
1806	514	257	2514	2611	3143	257	551	3017
400765	77	47	0	0	1	38	76	0
406928	0	2	0	0	0	7	0	0
51375	140	76	77	92	89	59	139	73
163404	377	165	0	0	0	156	354	0
100129620	4	3	0	0	0	6	2	0
9890	1985	972	3	7	6	1000	1881	6
54873	91	46	567	590	794	39	83	741
391059	12	6	988	1053	1141	8	10	1234
178	1026	556	2332	2486	3164	522	1027	3088
730081	19	17	47	37	8	10	12	9
23443	148	72	556	614	734	79	147	653
64645	842	386	357	366	383	377	837	389
163786	57	25	41	47	62	30	64	49
54482	185	125	148	152	224	122	170	202
127495	80	40	7	2	14	31	67	18
1629	856	454	1463	1486	1714	429	841	1746
100506007	36	19	18	29	14	28	19	12
8634	477	304	237	229	245	284	448	202
693138	4	3	4	5	7	1	6	5
8556	89	55	54	38	50	59	83	52
54112	55	40	211	244	212	40	46	199
7412	53	27	908	978	920	25	52	855
2135	470	245	121	138	160	234	463	161
148867	383	199	801	813	936	175	376	918
51611	172	86	163	132	151	76	149	149
100506051	11	17	30	35	35	9	8	31
100506029	18	11	25	35	35	10	19	30
1901	463	290	240	246	178	369	417	180
118427	1030	538	0	0	0	458	1097	0
94236	10	7	0	0	0	9	14	0
1301	249	208	1	1	0	199	253	1
55599	172	96	83	132	153	99	187	118
280	391	187	204	219	258	175	368	274
648740	20	11	5	4	8	10	13	4
279	10	9	8	7	7	6	9	5
276	2	0	4	1	2	1	2	1
277	15	5	21	31	9	6	18	14
278	1	1	3	2	3	0	0	3
100129138	2	1	3	1	0	1	2	0
55170	150	124	160	172	142	124	164	143
22854	176	89	0	0	0	83	169	0
10451	94	44	89	103	111	55	104	105
29957	151	75	84	108	114	69	145	119
148545	2	0	1	0	0	1	1	3
100507044	1	1	0	0	0	1	2	1
400768	0	1	0	0	0	1	0	0
653149	0	0	0	0	0	0	0	0
284611	1111	553	183	166	163	532	1024	198
113802	224	106	11	16	10	105	213	14
55119	425	351	297	263	314	324	431	321
163479	3	5	0	1	1	0	3	0
6814	949	580	299	343	392	529	849	370
254268	11	4	0	2	0	4	10	0
642864	1	1	0	0	0	0	1	0
29899	482	206	23	21	28	184	447	33
23155	763	462	476	493	512	478	704	526
22911	2532	1302	90	84	102	1240	2425	85
6884	844	548	149	164	155	578	833	147
56900	610	346	349	366	402	333	595	353
677766	195	11731	7762	7892	108	11590	175	85
127003	40	24	4	6	6	19	35	2
57535	375	277	9	6	3	277	411	9
6301	2098	1474	849	861	685	1489	2109	679
1952	694	1429	47	32	13	1397	643	12
84722	302	260	3	3	4	217	259	4
343263	11	11	0	0	0	9	11	0
6272	6717	3205	107	140	119	3123	6420	122
5686	541	287	701	715	688	301	489	696
284612	10	7	86	59	73	14	7	85
127002	19	16	16	9	5	17	14	2
284613	110	110	62	53	31	124	118	25
57463	247	155	35	36	20	166	255	22
83873	108	59	0	2	1	69	90	4
2773	380	231	761	792	743	226	372	685
406974	0	0	0	1	3	1	1	1
2780	14	6	12	21	22	5	25	23
271	111	331	323	284	62	298	106	71
2948	121	102	127	111	83	92	128	67
2946	103	142	28	41	28	132	129	27
2944	97	56	32	29	13	54	84	18
100506210	10	3	3	4	1	6	14	4
2949	156	83	5	6	9	89	151	4
2947	1408	762	145	140	166	750	1327	145
79574	1	1	1	1	0	0	1	2
1435	28	65	201	193	60	63	32	67
10768	3921	2481	1125	1121	1056	2374	3837	1089
85369	372	304	196	192	127	291	382	136
257	7	9	7	15	3	8	2	3
164153	3	0	0	0	0	1	0	0
388662	1160	1381	2	1	1	1476	1145	0
100130800	1	2	0	0	0	1	0	0
3749	69	136	29	29	6	103	68	5
100506257	7	4	3	1	0	4	1	0
64783	158	126	189	170	177	115	149	148
9122	89	39	196	210	272	41	92	267
10542	331	263	280	302	228	233	318	262
84432	3	2	2	1	1	4	1	0
643160	3	4	0	0	0	1	2	0
3744	0	0	0	0	0	0	0	0
3737	692	355	1	1	1	367	702	2
3738	185	92	38	25	35	80	191	33
963	273	135	327	325	342	142	225	324
100506293	13	6	15	16	24	3	14	23
55791	200	118	168	190	243	98	197	219
128338	189	87	220	190	236	82	184	276
10390	447	264	504	529	549	277	434	551
79961	13	4	147	121	126	6	9	148
1117	8	8	2	7	3	6	13	3
149620	0	0	0	0	0	0	0	0
27159	0	0	0	0	0	0	0	0
128344	77	42	0	2	1	31	69	2
441897	0	0	0	0	0	0	0	0
5016	38	21	62	59	100	16	23	73
79084	233	168	210	224	201	134	249	160
515	1101	786	858	860	716	779	1104	687
128346	21	8	156	154	184	11	33	163
140	296	164	63	66	51	177	285	69
100129269	1	0	3	1	1	1	0	1
5906	406	245	425	431	431	256	391	385
55924	544	406	28	23	21	385	528	21
100506343	45	21	1	0	0	19	24	2
11218	198	85	101	98	154	87	179	123
3752	78	88	185	174	62	97	88	50
643355	47	51	19	23	9	46	38	10
55917	409	205	142	172	161	241	394	166
100422976	2	0	2	0	2	2	1	1
7482	33	30	4	5	5	30	40	5
54879	233	129	152	138	184	148	266	190
829	765	437	768	809	762	400	759	757
4343	21	57	646	653	186	55	36	199
389	86	175	455	475	102	200	86	102
333926	9	48	8	6	0	21	14	3
284467	3	0	0	0	0	0	4	0
128322	3	0	4	0	1	0	3	1
6566	491	268	751	785	957	268	483	894
246182	3	13	237	225	39	11	3	23
100506392	18	21	20	30	14	21	14	12
9860	296	142	180	138	211	128	279	196
260425	747	346	445	496	631	320	699	592
10745	265	141	114	119	135	164	236	123
54665	558	288	270	286	337	287	522	309
26191	11	3	53	51	72	5	11	87
100287722	7	5	9	15	6	4	10	12
440603	15	6	7	4	9	10	11	9
10717	132	96	69	70	78	84	125	79
64858	59	33	36	33	28	37	62	29
204851	1712	937	987	1002	1068	929	1616	966
56944	102	107	192	174	104	104	118	127
148281	68	45	2	1	0	40	46	0
51592	1507	716	815	850	1026	658	1469	1050
10286	565	324	227	239	232	331	532	234
163259	36	15	106	81	119	9	23	104
270	1	0	1	2	4	0	0	2
4893	574	306	584	581	692	307	553	637
7812	6390	3089	4848	4969	5727	3062	6119	5696
80143	506	282	487	509	583	283	513	577
6847	0	0	3	0	2	0	0	0
7252	0	0	0	0	0	0	1	0
10100	42	33	10	9	9	19	49	14
4803	1	6	13	9	2	1	2	2
100506434	0	1	12	11	20	2	1	9
81839	39	33	142	158	164	32	37	139
845	30	13	7	4	12	13	39	13
4808	24	10	0	0	0	8	21	0
55356	425	215	13	11	22	228	433	10
126868	5	2	2	3	6	0	2	4
476	5548	3206	1823	1887	1664	3146	5340	1623
84852	27	20	54	44	47	17	17	30
100506459	2	0	28	31	12	0	2	12
965	23	22	45	52	66	11	25	68
3321	166	135	13	15	9	141	147	6
100302117	0	0	0	0	0	0	0	0
914	1	2	30	26	31	0	4	29
5738	307	240	157	184	106	242	316	87
9398	12	10	6	6	16	10	9	5
8458	94	47	58	60	68	36	75	54
100126331	0	0	0	0	1	1	1	0
80263	44	31	6	6	6	28	46	7
100506478	1	1	0	0	0	1	0	0
79679	2	0	2	1	6	1	0	8
10905	5199	2710	1351	1371	1582	2558	5027	1595
54855	15	12	172	200	181	12	13	145
54834	761	360	544	523	665	396	766	595
10885	394	218	349	335	418	188	381	401
200162	11	8	5	6	9	10	5	5
6913	14	6	138	161	133	4	8	118
10352	98	54	103	97	115	46	101	97
51179	6	4	2299	2298	2612	4	12	2600
3284	7	2	6	9	6	1	3	5
3283	8	1	0	0	2	2	5	1
441900	4	1	4	6	11	4	6	7
128102	155	105	18	4	15	77	163	13
644242	57	39	7	3	11	32	58	12
90874	299	211	182	204	178	198	301	188
26227	218	383	744	773	240	368	197	234
3158	13	4	17508	18120	14519	11	16	14353
83998	0	0	6	5	5	1	0	10
343505	0	0	0	1	2	1	1	0
11085	0	0	0	0	0	0	0	0
4853	1174	829	2952	3063	2548	799	1155	2483
100506528	52	30	70	64	83	29	46	93
100132913	41	261	55	80	5	235	45	12
653820	9	7	1	6	6	7	7	7
100132314	1	4	2	3	0	6	0	0
337875	5	28	2	7	2	30	2	2
2210	36	26	25	34	17	34	21	17
647121	32	16	125	135	174	21	23	163
100423008	0	0	0	0	0	0	0	0
375010	1	3	8	6	10	0	1	6
100422949	2	2	0	0	0	1	1	0
100132733	4	6	8	10	22	3	8	18
100422844	0	0	0	0	1	0	0	1
100130000	61	33	47	47	45	29	68	41
100286793	51	43	71	52	65	47	62	59
100287981	0	37	25	29	2	36	3	6
644591	7	2	4	1	2	4	2	0
728833	11	11	6	8	5	4	12	5
647135	241	135	55	73	66	140	225	58
728841	173	114	234	228	247	96	145	197
728855	50	62	65	84	31	55	38	30
730256	1	14	31	21	5	18	2	1
653505	1	1	0	1	1	1	1	0
728875	34	24	44	53	33	23	40	36
767846	13	15	80	96	96	11	19	97
400818	70	26	230	244	306	41	46	302
653513	404	189	71	75	112	192	396	113
9659	3146	1881	2087	2211	2477	1790	3058	2434
100505971	101	56	38	30	37	43	114	30
9554	702	451	790	855	965	383	745	936
440672	2139	1000	797	831	974	1036	2000	859
388677	291	275	567	560	500	223	279	495
100132406	224	148	552	597	716	132	221	700
100505987	49	21	30	26	40	24	43	38
148738	5	0	1474	1566	1290	2	5	1263
10628	1606	773	4405	4424	4939	845	1499	4912
84265	188	173	264	276	187	156	187	188
284615	160	137	8	9	5	136	149	5
128077	88	63	110	115	110	88	95	98
9939	258	221	170	173	145	189	255	142
114814	742	355	175	147	209	350	646	198
8799	375	212	150	154	141	183	360	123
8515	16	17	16	25	29	12	23	21
148741	41	51	30	29	12	54	49	7
10401	166	122	90	96	62	129	144	63
200035	9	21	5	7	5	9	10	8
10623	200	104	125	117	125	87	232	120
27246	370	206	172	189	188	209	374	195
11126	30	21	29	38	37	18	33	39
5174	43	18	715	678	897	26	40	940
653519	272	131	275	269	358	122	285	351
728932	56	28	71	64	71	30	66	65
728939	43	12	286	299	276	15	28	292
26864	270	1339	1331	1494	77	1211	269	61
200030	254	175	438	441	504	165	240	502
100506011	1	0	0	0	0	0	0	0
100506032	352	178	386	370	449	173	383	440
100505723	0	2	0	0	0	1	0	0
100505752	12	5	10	13	11	1	9	12
149013	91	39	74	63	76	34	86	58
100505770	21	17	27	36	46	19	23	38
728989	4	5	20	17	15	4	7	9
5565	470	265	1338	1393	1492	225	431	1552
100505794	72	46	73	90	98	48	64	90
171423	1011	416	2297	2399	3039	437	982	2943
2330	93	43	6382	6577	8266	44	68	7951
9557	414	179	343	329	393	168	371	366
100289211	1	0	0	2	1	0	0	1
607	237	145	67	72	73	154	238	69
51205	58	35	65	89	73	26	62	80
2702	27	6	13	18	10	7	5	12
2703	0	0	0	0	0	0	0	0
51463	22	11	25	27	19	14	12	16
100312957	3	3	1	0	1	2	2	1
728912	59	26	46	49	60	28	65	77
100505824	0	0	0	0	0	0	0	0
284561	1	3	0	0	0	2	0	0
100132057	5	3	1	6	8	1	6	9
100505885	3	1	4	2	5	2	3	4
388685	16	4	10	11	22	8	5	21
100132999	0	9	12	8	0	10	1	0
164022	0	0	0	0	0	0	0	0
25832	591	301	786	827	1176	349	608	1083
729086	13	51	35	31	1	46	13	1
645142	1	0	0	0	1	0	0	0
100288142	721	436	973	1080	1162	378	776	1209
284565	87	49	104	92	102	50	88	98
730262	0	0	0	1	1	0	0	0
728936	11	4	10	11	26	4	10	22
728945	0	0	0	0	0	0	0	0
642691	8	2	0	0	0	8	4	0
645166	26	63	6	5	4	49	32	2
26863	230	199	46	55	66	172	255	42
388692	93	53	74	89	86	59	91	74
645262	3	0	2	3	0	1	2	4
100132417	12	7	7	7	8	12	9	3
100507552	4	9	0	0	0	3	3	0
653598	1	1	0	0	0	0	0	0
642441	34	43	50	40	11	34	30	34
100288037	0	1	0	0	1	1	0	0
644634	0	1	1	3	0	3	2	1
440689	57	234	127	136	27	212	39	12
2209	29	34	14	20	14	31	24	8
653604	1	16	3	7	0	31	1	0
8370	3	30	13	21	2	12	5	6
126961	0	4	25	20	0	5	2	1
8337	2	197	311	294	8	182	7	2
100132909	44	35	27	22	33	19	46	33
337873	5	4	7	8	4	9	3	5
723790	1	62	84	81	2	64	0	2
333932	0	1	1	3	0	1	0	0
554313	12	508	228	225	4	494	15	2
8349	174	412	290	302	81	373	189	79
8338	40	424	441	458	44	404	32	37
317772	21	125	60	66	11	124	27	14
51027	48	35	54	58	32	43	42	31
100507640	0	0	0	0	0	1	1	0
9900	2268	1936	11	18	8	1891	2234	10
10262	83	51	93	90	65	44	74	76
